cocktail_id,cocktail_name,num_ingredients,ingredients,alcoholic,acidic,caffiene,category,glass,price
16262,H.D.,3,"Whisky, Baileys irish cream, Coffee",True,False,True,Coffee / Tea,Beer mug,12.02
12786,Thai Iced Tea,5,"Tea, Water, Condensed milk, Ice, Mint",False,False,False,Coffee / Tea,Highball glass,10.98
11410,Gin Fizz,4,"Gin, Lemon, Powdered sugar, Carbonated water",True,True,False,Ordinary Drink,Highball glass,12.85
17203,Kir,2,"Creme de Cassis, Champagne",True,False,False,Ordinary Drink,Wine Glass,10.62
14752,Kiwi Lemon,3,"Kiwi liqueur, Bitter lemon, Ice",True,False,False,Ordinary Drink,Highball glass,11.21
11026,Amaretto Mist,2,"Amaretto, Lime",True,True,False,Ordinary Drink,Old-fashioned glass,13.32
17250,Corpse Reviver,5,"Gin, Triple Sec, Lillet Blanc, Lemon Juice, Absinthe",True,False,False,Cocktail,Cocktail glass,16.47
16405,A Piece of Ass,4,"Amaretto, Southern Comfort, Ice, Sour mix",True,False,False,Other / Unknown,Highball glass,16.19
11227,Champagne Cocktail,5,"Champagne, Sugar, Bitters, Lemon peel, Cognac",True,False,False,Ordinary Drink,Champagne flute,13.53
178354,Pink Moon,5,"Gin, Coconut Liqueur, Elderflower cordial, Lime Juice, Blackberries",True,False,False,Cocktail,Whiskey Glass,12.68
16447,Brandon and Will's Coke Float,3,"Vanilla ice-cream, Coca-Cola, Bourbon",True,False,False,Soft Drink,Beer mug,11.29
14510,Bailey's Dream Shake,3,"Baileys irish cream, Vanilla ice-cream, Cream",True,False,False,Soft Drink,Collins glass,12.33
17205,Mimosa,2,"Champagne, Orange juice",True,False,False,Ordinary Drink,Champagne flute,11.54
16333,Adam Bomb,8,"Rum, Vodka, Tequila, Triple sec, Fruit, Ice, Salt, Fruit juice",True,False,False,Punch / Party Drink,Margarita/Coupette glass,16.19
15346,155 Belmont,4,"Dark rum, Light rum, Vodka, Orange juice",True,False,False,Cocktail,White wine glass,12.45
12057,Royal Gin Fizz,5,"Gin, Lemon, Powdered sugar, Egg, Carbonated water",True,True,False,Ordinary Drink,Highball glass,13.38
178312,Bloody Punch,7,"Vodka, Strawberries, Lime Juice, Lemon-lime soda, Lemon-lime soda, Raisins, Blueberries",True,False,False,Punch / Party Drink,Punch bowl,15.07
15597,Absolut Stress #2,5,"Absolut Vodka, Peach schnapps, Coconut liqueur, Cranberry juice, Pineapple juice",True,False,False,Ordinary Drink,Collins Glass,13.11
17060,24k nightmare,4,"Goldschlager, Jägermeister, Rumple Minze, 151 proof rum",True,False,False,Shot,Shot glass,11.66
11375,Foxy Lady,3,"Amaretto, Creme de Cacao, Light cream",True,False,False,Ordinary Drink,Cocktail glass,15.43
11027,Amaretto Rose,3,"Amaretto, Lime juice, Club soda",True,False,False,Ordinary Drink,Collins glass,14.98
13751,Cuba Libra,4,"Dark rum, Lime, Coca-Cola, Ice",True,True,False,Ordinary Drink,Highball glass,13.19
14956,Jello shots,3,"Vodka, Jello, Water",True,False,False,Shot,Shot glass,12.33
16984,Radioactive Long Island Iced Tea,8,"Rum, Vodka, Tequila, Gin, Triple sec, Chambord raspberry liqueur, Midori melon liqueur, Malibu rum",True,False,False,Ordinary Drink,Collins Glass,15.6
11170,Brandy Sour,5,"Brandy, Lemon, Powdered sugar, Lemon, Cherry",True,True,False,Ordinary Drink,Whiskey sour glass,12.55
11390,Frozen Mint Daiquiri,4,"Light rum, Lime juice, Mint, Sugar",True,False,False,Ordinary Drink,Old-fashioned glass,12.72
