cocktail_id,cocktail_name,num_ingredients,ingredients,alcoholic,sugary_score,acidic,caffiene,category,glass,instructions,image_url,price
12668,Egg Cream,3,"Chocolate syrup, Milk, Soda water",False,1,False,False,Other / Unknown,Coffee mug,"Mix syrup and milk in a fountain glass. Add soda water, serve with a straw.",https://www.thecocktaildb.com/images/media/drink/mvis731484430445.jpg,9.02
12308,Stone Sour,3,"Apricot brandy, Orange juice, Sweet and sour",True,2,True,False,Ordinary Drink,Whiskey sour glass,"Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve.",https://www.thecocktaildb.com/images/media/drink/vruvtp1472719895.jpg,12.3
12772,Iced Coffee Fillip,2,"Kahlua, Coffee",True,1,False,True,Coffee / Tea,Coffee mug,Mix together in a coffee mug and chill before serving.,https://www.thecocktaildb.com/images/media/drink/sxtxrp1454514223.jpg,14.52
17204,Long Island Iced Tea,6,"Vodka, Tequila, Light rum, Gin, Coca-Cola, Lemon peel",True,2,False,False,Ordinary Drink,Highball glass,Mix all contents in a highball glass and sitr gently. Add dash of Coca-Cola for the coloring and garnish with lemon or lime twist.,https://www.thecocktaildb.com/images/media/drink/wx7hsg1504370510.jpg,14.13
17176,Ipamena,5,"Lime, Brown sugar, Passion fruit juice, Ginger ale, Ice",False,2,True,False,Ordinary Drink,Wine Glass,"Cut half a lime into pieces, place in a shaker, add the sugar and crush. Measure the passion fruit juice, add it to the shaker and fill up with ice cubes. Close the shaker and shake vigorously. Pour the liquid into a glass, top up with ginger ale, stir with a teaspoon and then garnish the rim of the glass with a slice of lime",https://www.thecocktaildb.com/images/media/drink/yswuwp1469090992.jpg,10.24
12738,Hot Chocolate to Die for,5,"Chocolate, Butter, Vanilla extract, Half-and-half, Marshmallows",False,0,False,False,Cocoa,Coffee mug,"Melt the chocolate, butter and vanilla in a double boiler. When just smooth stir in the cream.",https://www.thecocktaildb.com/images/media/drink/0lrmjp1487603166.jpg,10.89
17248,French Negroni,4,"Gin, Lillet, Sweet Vermouth, Orange Peel",True,1,False,False,Cocktail,Martini Glass,"Add ice to a shaker and pour in all ingredients.
Using a bar spoon, stir 40 to 45 revolutions or until thoroughly chilled.
Strain into a martini glass or over ice into a rocks glass. Garnish with orange twist.",https://www.thecocktaildb.com/images/media/drink/x8lhp41513703167.jpg,12.01
11938,Pink Lady,4,"Gin, Grenadine, Light cream, Egg white",True,1,False,False,Ordinary Drink,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/5ia6j21504887829.jpg,12.89
12055,Royal Fizz,4,"Gin, Sweet and sour, Egg, Coca-Cola",True,1,False,False,Ordinary Drink,Collins glass,Shake all ingredients (except cola) with ice and strain into a chilled collins glass. Fill with cola and serve.,https://www.thecocktaildb.com/images/media/drink/wrh44j1504390609.jpg,11.88
16951,Kioki Coffee,3,"Kahlua, Brandy, Coffee",True,2,False,True,Coffee / Tea,Coffee mug,Stir. Add whipped cream to the top.,https://www.thecocktaildb.com/images/media/drink/uppqty1441247374.jpg,14.58
