cocktail_id,cocktail_name,num_ingredients,ingredients,alcoholic,sugary_score,acidic,caffiene,category,glass,price
12370,Tequila Sour,5,"Tequila, Lemon, Powdered sugar, Lemon, Cherry",True,1,True,False,Ordinary Drink,Whiskey sour glass,13.5
17198,French Connection,2,"Cognac, Amaretto",True,1,False,False,Ordinary Drink,Old-fashioned glass,13.93
11002,Long Island Tea,6,"Vodka, Light rum, Gin, Tequila, Lemon, Coca-Cola",True,2,True,False,Ordinary Drink,Highball glass,13.68
17834,Abbey Cocktail,4,"Gin, Orange bitters, Orange, Cherry",True,0,True,False,Ordinary Drink,Cocktail glass,11.71
11022,Allies Cocktail,3,"Dry Vermouth, Gin, Kummel",True,1,False,False,Ordinary Drink,Cocktail glass,12.19
12256,Sol Y Sombra,2,"Brandy, Anisette",True,1,False,False,Ordinary Drink,Brandy snifter,11.59
13222,Big Red,2,"Irish cream, Goldschlager",True,0,False,False,Shot,Shot glass,11.02
12762,Grizzly Bear,4,"Amaretto, Jägermeister, Kahlua, Milk",True,3,False,False,Ordinary Drink,Collins Glass,17.69
17829,Penicillin,5,"Blended Scotch, Lemon Juice, Honey syrup, Ginger Syrup, Islay single malt Scotch",True,0,False,False,Cocktail,Old-fashioned glass,13.04
17225,Ace,5,"Gin, Grenadine, Heavy cream, Milk, Egg White",True,1,False,False,Cocktail,Martini Glass,14.0
11987,Queen Bee,3,"Coffee brandy, Lime vodka, Sherry",True,1,False,False,Ordinary Drink,Cocktail glass,11.01
14306,Amaretto Stone Sour,3,"Amaretto, Sour mix, Orange juice",True,3,False,False,Other / Unknown,Collins Glass,13.9
12750,Spanish chocolate,4,"Milk, Chocolate, Cinnamon, Egg yolk",False,0,False,False,Cocoa,Coffee mug,8.71
12746,Nuked Hot Chocolate,4,"Cocoa powder, Sugar, Vanilla extract, Milk",False,2,False,False,Cocoa,Coffee mug,9.06
11019,Alfie Cocktail,3,"Lemon vodka, Triple sec, Pineapple juice",True,1,False,False,Ordinary Drink,Cocktail glass,12.13
11205,California Lemonade,6,"Blended whiskey, Lemon, Lime, Powdered sugar, Grenadine, Carbonated water",True,2,True,False,Ordinary Drink,Collins glass,13.3
13825,Midnight Manx,5,"Kahlua, Baileys irish cream, Goldschlager, Heavy cream, Coffee",True,2,False,True,Ordinary Drink,Old-fashioned glass,14.99
17250,Corpse Reviver,5,"Gin, Triple Sec, Lillet Blanc, Lemon Juice, Absinthe",True,0,False,False,Cocktail,Cocktail glass,15.96
14602,Tequila Surprise,2,"Tequila, Tabasco sauce",True,0,False,False,Shot,Shot glass,11.09
178352,Frosé,4,"Rose, Sugar, Strawberries, Lemon Juice",True,1,False,False,Cocktail,Cocktail glass,13.0
13056,Wine Cooler,3,"Red wine, Lemon-lime soda, Ice",False,0,False,False,Punch / Party Drink,Collins Glass,8.47
14095,Jamaica Kiss,4,"Coffee liqueur, Light rum, Ice, Milk",True,0,False,False,Shake,Hurricane glass,11.68
178308,Spritz Veneziano,3,"Prosecco, Aperol, Soda Water",True,2,False,False,Cocktail,Wine Glass,11.26
11024,Almond Joy,3,"Amaretto, Creme de Cacao, Light cream",True,1,False,False,Ordinary Drink,Cocktail glass,15.58
12658,Banana Strawberry Shake Daiquiri,3,"Strawberries, Banana, Apple juice",False,0,False,False,Shake,Cocktail Glass,8.74
15427,Grand Blue,4,"Malibu rum, Peach schnapps, Blue Curacao, Sweet and sour",True,1,False,False,Ordinary Drink,Old-fashioned glass,11.51
14610,ACID,2,"151 proof rum, Wild Turkey",True,0,False,False,Shot,Shot glass,10.69
178326,White Wine Sangria,7,"Lime, lemon, White Wine, Strawberries, Apple, Apple Brandy, Soda Water",True,1,True,False,Punch / Party Drink,Pitcher,15.7
13036,Strawberry Lemonade,4,"Lemon, Sugar, Strawberries, Water",False,1,True,False,Punch / Party Drink,Collins Glass,8.83
17203,Kir,2,"Creme de Cassis, Champagne",True,2,False,False,Ordinary Drink,Wine Glass,11.85
12726,Tomato Tang,3,"Tomato juice, Lemon juice, Celery salt",False,0,False,False,Other / Unknown,Highball glass,9.36
13206,Caipirissima,4,"Lime, Sugar, White rum, Ice",True,1,True,False,Ordinary Drink,Collins Glass,11.54
12876,Berry Deadly,4,"Everclear, Wine, Orange juice, Kool-Aid",True,1,False,False,Punch / Party Drink,Collins Glass,12.15
17224,Absolutely Fabulous,3,"Vodka, Cranberry Juice, Champagne",True,2,False,False,Cocktail,Champagne flute,10.77
12744,Microwave Hot Cocoa,6,"Sugar, Cocoa powder, Salt, Water, Milk, Vanilla extract",False,2,False,False,Cocoa,Coffee mug,11.9
12418,Turf Cocktail,5,"Dry Vermouth, Gin, Anis, Bitters, Orange peel",True,1,False,False,Ordinary Drink,Cocktail glass,14.02
178333,Raspberry Julep,3,"Bourbon, Raspberry syrup, Mint",True,1,False,False,Cocktail,Cordial glass,12.1
11422,Godchild,3,"Vodka, Amaretto, Heavy cream",True,2,False,False,Ordinary Drink,Champagne flute,14.11
17177,Dark Caipirinha,3,"demerara Sugar, Lime, Cachaca",True,0,True,False,Cocktail,Highball glass,11.82
13936,Miami Vice,3,"151 proof rum, Pina colada mix, Daiquiri mix",True,0,False,False,Cocktail,Cocktail glass,11.65
14482,Darkwood Sling,4,"Cherry Heering, Soda water, Orange juice, Ice",True,2,False,False,Soft Drink,Cocktail glass,12.01
12728,Yoghurt Cooler,3,"Yoghurt, Fruit, Ice",False,0,False,False,Other / Unknown,Highball Glass,8.58
16985,Shot-gun,3,"Jim Beam, Jack Daniels, Wild Turkey",True,0,False,False,Shot,Shot glass,11.83
17839,Affair,4,"Strawberry schnapps, Orange juice, Cranberry juice, Club soda",True,2,False,False,Ordinary Drink,Highball glass,12.6
11766,Midnight Cowboy,3,"Bourbon, Dark rum, Heavy cream",True,0,False,False,Ordinary Drink,Cocktail glass,10.8
12768,Frappé,3,"Coffee, Milk, Sugar",False,1,False,True,Coffee / Tea,Highball Glass,8.46
15224,Malibu Twister,3,"Malibu rum, Tropicana, Cranberry juice",True,1,False,False,Cocktail,Highball glass,12.25
17187,Derby,3,"gin, Peach Bitters, Mint",True,0,False,False,Ordinary Drink,Cocktail glass,11.59
12796,Caribbean Orange Liqueur,3,"Orange, Vodka, Sugar",True,2,True,False,Homemade Liqueur,Collins Glass,11.3
11012,Alabama Slammer,4,"Southern Comfort, Amaretto, Sloe gin, Lemon juice",True,2,False,False,Ordinary Drink,Highball glass,14.79
17253,Paloma,2,"Grape Soda, Tequila",True,0,False,False,Cocktail,Collins glass,10.25
178335,Lazy Coconut Paloma,3,"Coconut Liqueur, Grapefruit Juice, Soda Water",True,2,False,False,Cocktail,Highball glass,11.39
13202,Flaming Dr. Pepper,5,"Amaretto, Vodka, 151 proof rum, Dr. Pepper, Beer",True,2,False,False,Shot,Collins Glass,16.83
178338,Pure Passion,6,"Rum, Passoa, Lime Juice, Passion fruit syrup, Peach Bitters, Mint",True,0,False,False,Cocktail,Whiskey sour glass,14.38
11006,Daiquiri,3,"Light rum, Lime, Powdered sugar",True,1,True,False,Ordinary Drink,Cocktail glass,12.27
11407,Gin Cooler,5,"Gin, Carbonated water, Powdered sugar, Orange spiral, Lemon peel",True,2,False,False,Ordinary Drink,Collins glass,13.3
11164,Brandy Flip,5,"Brandy, Egg, Sugar, Light cream, Nutmeg",True,2,False,False,Ordinary Drink,Whiskey sour glass,13.71
12055,Royal Fizz,4,"Gin, Sweet and sour, Egg, Coca-Cola",True,1,False,False,Ordinary Drink,Collins glass,12.84
14978,Rum Punch,5,"Rum, Ginger ale, Fruit punch, Orange juice, Ice",True,2,False,False,Punch / Party Drink,Punch bowl,13.85
12528,White Russian,3,"Vodka, Coffee liqueur, Light cream",True,1,False,False,Ordinary Drink,Old-fashioned glass,12.38
12856,Tia-Maria,5,"Water, Brown sugar, Coffee, Rum, Vanilla extract",True,0,False,True,Homemade Liqueur,Collins Glass,13.59
15006,Turkeyball,3,"Wild Turkey, Amaretto, Pineapple juice",True,2,False,False,Shot,Shot glass,16.2
11255,Clove Cocktail,3,"Sweet Vermouth, Sloe gin, Wine",True,2,False,False,Ordinary Drink,Cocktail glass,11.82
16990,Sweet Tooth,2,"Godiva liqueur, Milk",True,0,False,False,Shake,Highball Glass,10.63
15933,Zambeer,3,"Sambuca, Root beer, Ice",True,1,False,False,Soft Drink,Collins Glass,11.17
11157,Brandy Cobbler,6,"Sugar, Club soda, Lemon, Brandy, Maraschino cherry, Orange",True,2,True,False,Ordinary Drink,Old-fashioned glass,13.48
14588,151 Florida Bushwacker,8,"Malibu rum, Light rum, 151 proof rum, Dark Creme de Cacao, Cointreau, Milk, Coconut liqueur, Vanilla ice-cream",True,0,False,False,Shake,Beer mug,19.4
178356,Butterfly Effect,7,"Raspberry Vodka, Cranberry Juice, Lemonade, Blue Curacao, Sugar Syrup, Lime Juice, Mint",True,2,False,False,Cocktail,Hurricane glass,14.8
12752,Lemon Shot,5,"Galliano, Absolut Citron, Lemon, Sugar, 151 proof rum",True,1,True,False,Shot,Shot glass,15.57
12107,Salty Dog,3,"Grapefruit juice, Gin, Salt",True,0,False,False,Ordinary Drink,Highball glass,11.84
14071,Belgian Blue,4,"Vodka, Coconut liqueur, Blue Curacao, Sprite",True,1,False,False,Soft Drink,Highball glass,12.93
178321,Amaretto fizz,4,"Amaretto, Orange Juice, White Wine, Orange Peel",True,2,False,False,Cocktail,Collins glass,15.22
178316,Honey Bee,3,"White Rum, Honey, Lemon Juice",True,1,False,False,Cocktail,Margarita glass,12.61
17830,Corn n Oil,5,"Lime, Falernum, Angostura Bitters, Añejo rum, blackstrap rum",True,0,True,False,Cocktail,Old-fashioned glass,14.23
12087,Rum Milk Punch,4,"Light rum, Milk, Powdered sugar, Nutmeg",True,1,False,False,Ordinary Drink,Collins glass,12.65
178355,Mountain Bramble,6,"Gin, Lemon Juice, Sugar Syrup, Blackberries, Soda Water, Mint",True,2,False,False,Cocktail,Old-fashioned glass,15.0
14157,Ziemes Martini Apfelsaft,2,"Vermouth, Apple juice",True,0,False,False,Ordinary Drink,Collins Glass,10.46
12820,Irish Cream,5,"Scotch, Half-and-half, Condensed milk, Coconut syrup, Chocolate syrup",True,0,False,False,Homemade Liqueur,Irish coffee cup,13.65
12071,Rum Cooler,3,"Rum, Lemon-lime soda, Lemon",True,0,True,False,Ordinary Drink,Collins glass,11.39
178358,Mango Mojito,7,"Lime, Mango, Mint, White Rum, Ice, Soda Water, Mango",True,1,True,False,Cocktail,Jar,15.05
17837,Adam,3,"Dark rum, Lemon juice, Grenadine",True,1,False,False,Ordinary Drink,Cocktail glass,12.0
14564,A Splash of Nash,4,"Cranberry juice, Soda water, Midori melon liqueur, Creme de Banane",True,2,False,False,Shot,Highball glass,13.08
14782,Hot Creamy Bush,3,"Irish whiskey, Baileys irish cream, Coffee",True,1,False,True,Coffee / Tea,Irish coffee cup,11.78
